city,bedrooms,bathrooms,square_feet,year_built,price
Los Angeles,3,2,561,1975,400415.0
Columbus,5,2,1571,1985,302711.91
Seattle,6,2,4708,1970,1463679.42
San Antonio,1,1,510,1976,97313.54
Houston,2,1,665,1965,147104.76
New York,1,1,4861,2008,1591575.95
Columbus,1,1,1796,2023,255154.79
Houston,6,1,2269,1951,448738.65
San Antonio,1,1,2187,1999,286724.1
Denver,3,1,2052,1958,506756.86
San Diego,4,2,2284,1976,762022.28
Miami,5,2,4633,2006,1284675.4
Phoenix,1,1,729,1987,154989.53
Jacksonville,4,1,2430,1972,390725.98
Los Angeles,1,1,4242,1983,1265537.97
Columbus,1,1,888,1969,128071.61
Charlotte,5,1,4012,2005,752619.91
Phoenix,2,1,3923,1920,533688.68
Jacksonville,1,1,4936,1946,563916.46
San Diego,2,1,4547,1977,1139674.02
San Diego,2,1,3001,2022,909802.09
Philadelphia,6,1,4508,2009,799960.62
Jacksonville,2,1,4216,1937,505418.7
San Diego,1,1,4822,1964,1152709.65
Miami,2,1,953,2015,388919.22
Columbus,3,2,1346,1984,226320.73
Fort Worth,6,3,3138,1943,562037.09
Columbus,4,1,1153,2007,226944.11
Jacksonville,5,1,3978,1930,530022.29
Houston,5,4,4896,1957,797486.38
Seattle,1,1,3005,2015,839121.88
Chicago,2,1,1717,1921,298018.13
New York,2,1,4169,1940,1399705.09
Seattle,1,1,4340,1967,1107351.98
San Antonio,1,1,1005,1946,138020.94
Denver,4,1,1488,1949,410928.15
Seattle,5,1,3039,1946,927354.98
San Jose,3,1,2645,1967,1044930.74
Jacksonville,6,3,977,1944,265576.9
Columbus,3,2,2062,1925,263311.1
Los Angeles,4,2,1412,1978,707975.49
Indianapolis,1,1,2184,1947,224916.28
Phoenix,3,1,3867,2000,628309.18
Seattle,4,1,3635,1932,958313.99
San Antonio,5,2,4078,2013,596819.39
Jacksonville,1,1,3426,1971,408433.86
San Diego,2,1,4477,1960,1109179.03
San Antonio,1,1,2461,2009,345128.74
Dallas,2,1,2447,2013,419627.34
San Jose,2,1,3816,2024,1424645.88
Indianapolis,5,1,4786,1978,609526.79
Fort Worth,2,1,3164,1951,420494.65
New York,3,1,3727,1930,1323599.85
Phoenix,1,1,804,2011,192318.33
Philadelphia,3,2,3608,2001,648487.7
Columbus,2,1,1817,1927,197273.67
Denver,5,1,1281,2012,520546.02
San Jose,2,1,643,2005,466710.57
Miami,6,5,2547,2014,984765.0
Philadelphia,1,1,2975,1989,465242.2
Indianapolis,5,2,1024,1923,205849.43
Chicago,6,2,705,1966,320815.07
Houston,4,2,4502,2011,705995.53
Columbus,4,2,3963,1945,464157.25
San Diego,1,1,3497,1930,822613.34
Miami,4,1,3499,1920,889179.32
Austin,3,2,1118,1926,394761.99
Dallas,1,1,1577,1991,290516.08
San Antonio,3,2,1750,2015,332010.74
Fort Worth,2,1,4871,2020,672927.41
Chicago,5,4,3447,1922,694641.21
Phoenix,4,2,2942,1951,528089.83
Philadelphia,1,1,631,1966,129837.35
Dallas,2,1,2485,1945,378247.0
Jacksonville,1,1,4037,1945,457929.72
San Jose,1,1,4269,1950,1403168.27
San Antonio,2,1,1617,2018,283127.99
Dallas,5,2,3654,2001,662595.38
Philadelphia,5,4,4160,1976,786094.06
San Diego,5,2,2587,1960,892101.98
Fort Worth,5,4,4877,1952,799095.58
Dallas,6,4,4837,1952,823593.62
Columbus,3,2,2899,1927,335356.76
Columbus,4,1,3182,2023,441138.71
Houston,2,1,1281,1939,210593.93
New York,2,1,4292,1942,1364835.14
Seattle,6,3,4475,2007,1396798.7
Philadelphia,6,4,4159,1966,796590.39
Austin,4,2,3694,1971,1007910.93
Los Angeles,2,1,558,1987,331292.91
Denver,2,1,3358,1932,659103.48
Phoenix,4,3,3523,1943,610757.39
San Antonio,2,1,4980,1972,579923.17
Los Angeles,2,1,2231,1945,711171.92
Los Angeles,6,5,3171,1942,1344108.44
Houston,5,1,1862,1942,336821.9
San Diego,1,1,1018,1955,300509.34
San Antonio,4,1,3708,1996,503940.62
Denver,4,1,3318,2022,823739.69
Jacksonville,5,3,2528,2020,479499.36
Dallas,6,3,4161,1951,764434.97
San Francisco,2,1,1287,1963,647500.35
New York,1,1,515,1939,218347.34
Philadelphia,3,1,2703,1976,483130.16
San Diego,3,1,4267,1987,1154528.5
Jacksonville,6,1,3375,1952,496524.48
Indianapolis,5,4,4071,1951,538544.72
San Jose,4,3,2571,1975,1147666.76
Columbus,2,1,1676,1998,232564.11
Chicago,6,3,2976,1999,718559.4
Los Angeles,6,1,1640,1974,850864.7
San Francisco,1,1,2347,1948,883047.39
Los Angeles,4,3,4762,1959,1629213.39
Fort Worth,5,4,3034,1963,554344.38
Fort Worth,1,1,2007,1984,287381.37
Phoenix,5,1,4390,1961,705623.55
San Diego,6,1,3747,1991,1182766.21
Chicago,3,2,4776,1967,849597.14
Austin,4,1,4901,1984,1361681.24
Phoenix,5,1,4610,1971,781759.37
Chicago,5,4,1182,1959,391719.5
Phoenix,5,3,4599,2007,794329.81
San Antonio,4,2,1286,1959,247996.46
Austin,5,2,2621,1924,776428.28
Chicago,4,1,3304,1996,638575.19
Seattle,1,1,3833,2009,1045854.04
Miami,1,1,3534,2006,807313.4
San Jose,5,2,2453,2014,1303012.58
New York,2,1,1541,1962,631113.32
Columbus,2,1,791,2003,147271.1
Chicago,5,4,4142,1995,849196.92
San Diego,6,3,2369,1927,872862.55
Seattle,6,3,4653,1992,1511058.91
Charlotte,4,3,4858,1986,823031.22
San Diego,3,2,1624,1948,527046.66
Dallas,2,1,4147,1996,665616.6
San Antonio,4,2,2964,1964,460330.37
Dallas,1,1,2727,1981,400740.72
Phoenix,6,4,1984,1955,463106.54
Philadelphia,5,1,4015,1997,747412.05
Phoenix,1,1,1097,1956,180837.63
New York,6,3,540,1992,728833.11
Charlotte,1,1,4869,1992,741938.72
San Francisco,3,2,4090,1935,1687777.67
Los Angeles,5,2,3672,2004,1418937.58
Dallas,3,2,4403,1992,754813.74
San Jose,6,2,744,1978,747129.46
Dallas,3,1,4595,1943,676779.73
Austin,6,1,4883,1982,1447033.22
San Francisco,5,1,3667,1957,1603615.33
Seattle,1,1,1014,1979,341265.77
San Francisco,2,1,2097,1987,908122.25
Jacksonville,3,1,4220,2009,579451.46
Phoenix,3,2,4443,1926,673270.91
Charlotte,1,1,3442,1952,495798.78
Chicago,1,1,3013,1956,482221.04
San Diego,3,2,4051,1991,1223461.34
Phoenix,1,1,1390,1928,200845.61
San Francisco,3,1,4044,1990,1598952.65
Houston,3,1,906,1991,216539.46
San Diego,2,1,4549,1920,1143647.42
Austin,6,5,3708,2007,1324913.65
Houston,2,1,709,2023,189554.51
Miami,3,2,1264,1929,374186.53
San Jose,5,2,2385,1974,1213519.84
New York,4,1,1058,2024,735043.57
San Jose,1,1,1206,1998,558966.6
Columbus,5,1,4621,1971,562108.3
Philadelphia,1,1,1524,1942,236116.42
Los Angeles,1,1,1393,1963,465120.4
New York,4,1,3191,1935,1148885.92
San Antonio,5,3,3495,2005,583547.3
Indianapolis,2,1,1349,1950,166960.9
Miami,1,1,1032,1920,220392.66
Charlotte,4,2,2285,1942,411013.66
New York,1,1,4002,1978,1277913.48
Indianapolis,2,1,1983,1930,211172.44
New York,3,1,2114,1994,936800.78
San Antonio,4,1,529,2018,200004.65
San Jose,1,1,2864,1931,898750.63
San Diego,2,1,3165,1922,754366.24
Philadelphia,3,1,1830,1937,306167.49
Houston,1,1,1730,1960,245500.43
Fort Worth,5,2,2954,1926,493394.16
Charlotte,3,1,1357,2014,338615.97
Miami,6,4,2709,1978,972217.26
Phoenix,3,2,1486,1960,324952.35
San Diego,3,2,2247,1973,703667.34
Denver,1,1,2224,1932,415659.89
Miami,6,3,3935,1984,1118709.27
Indianapolis,1,1,4437,1945,448090.88
Philadelphia,1,1,2206,2024,377759.57
Indianapolis,6,4,2541,1976,424405.54
Indianapolis,4,3,4231,2017,542785.61
Charlotte,3,2,1959,1934,337801.04
Jacksonville,1,1,4698,1985,536539.22
New York,1,1,3628,1990,1299446.57
Philadelphia,5,1,1950,1977,407216.13
San Diego,5,1,3606,1962,1034527.83
Jacksonville,6,1,3956,2007,638807.24
Houston,1,1,2193,2022,363660.42
San Jose,5,4,1949,1927,1024205.6
Miami,2,1,1252,1947,358915.91
New York,2,1,1428,1998,662149.64
San Antonio,1,1,4158,2023,511877.6
Chicago,2,1,3550,1929,542098.88
Houston,2,1,1871,1959,276372.07
Jacksonville,3,1,3284,1923,420779.1
Fort Worth,2,1,1789,2008,303878.74
Miami,2,1,2267,2010,624650.3
Austin,5,1,3654,1943,992197.31
Indianapolis,2,1,4846,1955,512000.29
Los Angeles,1,1,3765,1927,1026498.62
San Francisco,3,1,2006,1989,971672.22
New York,3,2,3343,1978,1273678.83
Phoenix,1,1,1476,1939,219626.43
Denver,4,2,1503,2008,504633.06
Charlotte,5,4,903,1933,307823.13
Austin,2,1,1278,1928,346919.46
Fort Worth,5,2,760,1947,229570.07
Jacksonville,4,1,4963,2014,659645.81
Phoenix,2,1,877,1980,196419.61
San Francisco,3,1,4109,2015,1778503.81
Indianapolis,2,1,1204,1968,171883.91
Houston,1,1,2740,1936,342724.17
Seattle,6,2,4014,1943,1202954.32
Fort Worth,1,1,1978,1948,277742.04
Los Angeles,6,1,3371,1931,1257913.87
Denver,4,2,3312,2008,838618.26
Seattle,1,1,2252,1926,545799.77
Dallas,2,1,2270,1945,363968.87
San Antonio,3,1,2403,1940,324132.05
San Diego,2,1,3806,2008,1113497.92
San Francisco,5,1,3984,1943,1751117.06
Phoenix,5,2,4061,2020,742611.98
San Antonio,5,4,3710,1999,604714.22
San Francisco,3,2,2204,2012,1160385.51
Phoenix,3,2,1930,1927,343411.07
Charlotte,2,1,3869,1927,541778.46
New York,2,1,2188,1924,759225.15
Los Angeles,6,1,1125,1973,688777.76
Denver,4,3,1873,2022,655198.89
Los Angeles,5,1,4393,1958,1514806.94
Seattle,4,1,2414,1932,702233.84
San Diego,1,1,1510,1935,380239.49
San Antonio,6,1,2856,1962,474920.35
Columbus,4,2,2773,1935,354540.82
Fort Worth,2,1,1701,1974,290181.54
Charlotte,4,3,4161,2012,754831.03
Phoenix,5,1,3612,1941,589233.07
Columbus,1,1,1859,1976,219063.77
Charlotte,6,3,1654,1990,462396.9
Jacksonville,2,1,3984,2006,538478.94
Houston,6,4,2000,2005,461472.92
Columbus,1,1,1965,2003,242630.06
Houston,3,2,1773,1942,305446.87
Indianapolis,1,1,3660,1947,368332.76
San Antonio,4,1,2490,1920,335443.12
Seattle,4,3,625,1946,378491.03
Los Angeles,1,1,3499,1922,981134.33
Fort Worth,6,3,3100,1975,604018.57
Los Angeles,2,1,3006,2001,966900.03
Chicago,1,1,2345,1963,376374.18
New York,6,3,769,1940,705103.78
San Jose,2,1,1586,1943,654054.16
Dallas,2,1,3473,1925,507917.68
San Antonio,1,1,4716,2005,557643.41
Houston,5,2,2883,1989,510065.52
Austin,2,1,1019,1968,358721.71
Miami,6,5,4493,1998,1406027.01
Dallas,2,1,4671,1965,718734.52
Seattle,6,5,4825,2011,1550928.87
San Antonio,2,1,2688,1993,360910.24
San Diego,5,4,2955,1953,965664.66
Los Angeles,3,1,516,2013,422310.56
San Francisco,1,1,2867,1981,1070182.05
San Francisco,6,3,2316,1929,1280872.47
Seattle,1,1,4121,1928,997813.39
Denver,3,2,2993,2021,752497.46
Los Angeles,3,1,3409,1961,1064809.47
Fort Worth,6,1,3124,1985,566246.87
Philadelphia,1,1,4202,1975,638913.32
New York,4,2,1320,1966,740742.63
Los Angeles,4,2,3029,2007,1115540.56
Denver,4,3,2317,2005,664203.98
Chicago,1,1,1212,1934,205540.65
San Jose,3,1,1301,1975,635795.72
Charlotte,4,3,2613,2011,531264.39
Seattle,2,1,1271,1943,370916.09
Jacksonville,5,4,1314,1968,324106.38
Miami,1,1,1376,1948,337752.29
San Jose,5,2,978,1967,736870.35
New York,5,3,2661,1995,1349378.41
Phoenix,2,1,2715,1940,424629.8
Houston,4,3,4218,1962,642857.37
Dallas,3,2,2131,1956,373509.1
San Francisco,5,2,1996,1965,1080010.08
San Jose,2,1,2081,1963,838651.58
Phoenix,6,2,1949,1984,486825.38
Miami,2,1,4381,1979,1035405.87
Miami,6,5,4252,1941,1251863.48
Dallas,4,1,2460,2004,472116.18
New York,2,1,3697,1979,1260933.57
Los Angeles,5,3,2022,1947,885688.68
Dallas,2,1,2411,1964,396487.46
New York,2,1,2224,1953,797124.33
San Jose,2,1,3653,1986,1411534.83
Phoenix,4,1,1616,2005,385211.49
Seattle,6,4,4960,2006,1549048.06
San Antonio,3,1,1344,2002,263403.79
Charlotte,5,4,2332,1993,536074.01
Austin,6,3,824,1957,532658.26
Denver,6,4,3618,2023,1071553.19
San Francisco,2,1,2947,1942,1106489.94
Denver,6,4,4517,1931,1131711.61
Phoenix,6,4,3545,2023,768506.45
Philadelphia,2,1,2348,1932,372285.04
Houston,6,2,4861,2012,815211.72
San Diego,6,4,4891,1974,1584544.2
Phoenix,6,5,561,1940,307092.81
Miami,2,1,2373,1951,583119.16
Philadelphia,1,1,4760,1955,682572.31
Chicago,4,3,605,1973,265640.05
San Jose,3,1,2675,1933,1058226.51
Phoenix,4,3,4771,1953,755458.52
Fort Worth,6,2,1253,1950,310539.26
Columbus,6,4,3011,1961,448106.45
Columbus,6,3,4766,1927,585376.07
San Jose,3,2,3481,1937,1349794.48
Los Angeles,3,2,2642,1987,1021483.09
Fort Worth,6,3,1167,2014,375148.2
Austin,3,2,3095,1935,806375.16
Seattle,6,2,4866,1967,1489822.43
San Antonio,1,1,627,1985,115708.66
Austin,5,4,1350,2007,701479.18
Phoenix,5,4,1121,1960,335605.14
Jacksonville,5,2,4651,1987,690085.91
Fort Worth,5,3,4956,1961,800452.23
San Francisco,4,1,605,2005,618378.97
Dallas,5,4,580,1956,277195.89
Fort Worth,4,2,1045,1968,255735.68
San Francisco,2,1,4826,1995,1795707.63
San Jose,4,2,2706,1962,1159013.91
Miami,4,1,1847,1922,523327.01
Charlotte,6,2,1711,1973,417218.62
Indianapolis,6,3,1721,1928,292836.27
San Jose,4,2,2338,2015,1174300.44
Miami,3,2,1249,2010,505984.83
Philadelphia,5,3,800,2016,351439.02
Dallas,6,1,2351,1922,474168.34
Los Angeles,3,1,3002,1986,1035195.0
San Antonio,1,1,805,1966,131414.62
San Francisco,6,3,528,1926,651590.02
Austin,5,4,3700,1970,1119639.06
Austin,2,1,4877,2013,1270808.35
Houston,2,1,3300,1937,459864.42
Charlotte,6,4,2857,1925,600601.93
Chicago,3,2,3781,1969,683948.1
Miami,1,1,3799,1986,834547.45
Houston,5,4,913,1924,276016.91
Dallas,6,1,2441,1983,510722.21
Fort Worth,5,3,2608,1969,504539.05
San Antonio,2,1,1885,1977,273647.15
Seattle,3,2,942,1980,440913.35
Houston,2,1,1319,1996,247621.31
Jacksonville,5,3,893,1944,225171.07
Miami,6,3,4913,2013,1457424.15
Charlotte,2,1,4486,2009,708782.72
San Antonio,3,1,2046,1943,302923.37
Charlotte,4,2,3102,1967,584352.88
Dallas,1,1,1685,1988,301584.09
Denver,3,2,2463,2011,628999.55
Seattle,6,3,2636,1939,905623.28
Columbus,4,1,3832,1966,474556.65
Indianapolis,6,4,2637,1928,397254.0
Austin,3,1,4987,1923,1201871.7
San Francisco,3,2,2958,1957,1231428.45
San Jose,6,2,1930,1979,1128972.66
Denver,5,2,4040,2004,1021264.55
Phoenix,6,2,4482,1928,762525.03
San Jose,6,1,2663,2004,1367123.33
Philadelphia,5,1,676,1990,277809.53
Philadelphia,4,2,2060,1990,441628.35
Charlotte,4,3,1679,1946,371073.66
Seattle,4,1,1407,1945,503783.35
Phoenix,4,1,1649,1976,358448.11
San Antonio,1,1,1167,1970,169681.63
Chicago,1,1,917,1993,220095.01
Miami,2,1,2167,2012,609052.87
Denver,5,4,1398,1930,511009.85
Miami,3,1,607,1974,291912.99
Charlotte,2,1,1105,1972,234274.02
San Jose,3,2,3085,1969,1210080.43
Dallas,6,4,1088,1967,380261.4
Jacksonville,1,1,4285,2015,510757.29
Chicago,1,1,2325,2008,425305.77
Houston,1,1,1037,1927,131103.31
Columbus,5,2,3098,1955,438011.56
Charlotte,4,2,3549,2010,658232.94
Columbus,6,4,2170,1987,395924.11
San Francisco,3,2,4461,2021,1970453.23
Denver,2,1,2613,2000,643286.93
Los Angeles,5,2,2304,2004,1060804.34
Phoenix,4,3,1476,1961,370565.69
Dallas,4,2,3198,2015,588247.51
Miami,4,1,4433,1981,1159530.26
New York,1,1,2544,1999,984747.91
Indianapolis,4,1,2564,1951,324188.45
New York,6,2,1327,2003,938642.86
Seattle,6,5,2034,1995,898797.24
Phoenix,2,1,854,1991,212498.09
Austin,2,1,2026,2018,650530.92
San Antonio,6,3,3992,2012,625682.72
Houston,1,1,1006,1966,163530.85
Chicago,5,3,2366,1942,521354.42
Indianapolis,2,1,3555,1980,399247.88
Houston,4,1,3752,1954,559005.73
Indianapolis,5,4,2609,1997,426002.42
Miami,2,1,4172,1989,1004145.26
San Antonio,4,2,1780,1925,296770.67
Miami,3,2,4393,2008,1137609.96
San Francisco,6,2,4040,1939,1839831.52
Seattle,5,3,3079,1952,1017238.39
Dallas,5,3,3299,1984,648658.8
New York,1,1,3094,1996,1108779.95
San Francisco,6,1,1805,2016,1169375.05
Chicago,3,1,2671,1992,517991.68
New York,6,1,1864,1979,1005652.53
Seattle,1,1,4422,2011,1139726.23
Miami,6,2,1202,1976,598644.54
Chicago,2,1,1554,1999,333456.47
San Diego,5,1,4376,1956,1291830.7
New York,2,1,1562,1943,618364.28
Seattle,1,1,2394,2011,705947.37
Austin,5,2,4673,2010,1317160.88
Seattle,5,3,1514,1937,653063.66
Houston,3,1,4035,1954,583927.45
San Jose,3,2,1709,2017,938484.18
Charlotte,5,3,4363,1921,719415.76
New York,1,1,4404,1999,1520426.08
Denver,2,1,703,1960,228309.96
Denver,6,1,1049,1920,387494.78
Charlotte,3,2,2648,1929,430683.15
New York,4,1,3320,1955,1273105.01
Indianapolis,4,3,4502,1960,550627.31
Phoenix,1,1,4606,2001,666347.15
Denver,3,2,4930,1930,982495.06
Charlotte,2,1,1604,1987,297404.04
Dallas,2,1,4421,2023,711446.12
San Jose,1,1,1149,1955,442413.13
Miami,2,1,2796,2020,749788.23
Philadelphia,3,2,4274,1983,668295.21
Dallas,3,1,3134,1947,514572.46
San Francisco,4,3,1889,1951,1064550.78
San Antonio,1,1,754,2013,153416.49
San Antonio,2,1,2230,2015,325299.13
Philadelphia,1,1,1434,2018,291243.41
Jacksonville,6,4,2854,1951,489146.22
Houston,6,5,3906,1920,658516.98
San Antonio,6,1,2584,1935,408481.91
Chicago,2,1,1552,1972,313310.95
Jacksonville,2,1,2478,1955,330380.27
Jacksonville,6,2,1400,2015,337898.61
Dallas,4,3,3482,1943,587553.28
San Diego,3,2,2913,1959,884884.95
San Diego,3,2,1326,1962,492728.85
Jacksonville,2,1,4462,1952,532762.82
Fort Worth,5,4,2278,2004,500984.46
San Francisco,2,1,3713,1934,1395505.87
Indianapolis,6,4,794,1985,260924.1
San Francisco,3,2,2233,1994,1118282.41
Los Angeles,3,1,2218,1931,747754.64
Austin,1,1,4067,1944,938929.86
Jacksonville,5,2,2255,1938,356863.4
San Jose,3,2,716,2010,567606.91
Phoenix,2,1,2999,1972,455858.73
Seattle,1,1,4514,1954,1098858.27
Houston,3,1,2324,1929,350453.66
San Francisco,6,4,4223,1927,1994618.25
Fort Worth,6,3,1966,1955,438239.83
Chicago,2,1,2863,1999,517443.09
Miami,3,2,4083,1938,1015308.62
Chicago,4,3,2775,2003,640880.1
Houston,3,2,675,1975,189147.91
Seattle,5,1,830,1992,477986.4
Columbus,5,1,1808,1987,292007.11
Jacksonville,2,1,2720,2001,371294.54
San Francisco,4,3,3107,1934,1389635.22
San Jose,6,4,3968,1925,1678378.98
Los Angeles,1,1,4563,1937,1298155.66
Dallas,3,1,2621,1961,437987.8
Columbus,2,1,1858,1978,247184.53
Jacksonville,5,1,4119,1926,533336.33
Miami,6,2,2476,1991,869221.26
Los Angeles,3,2,1996,1951,703739.68
New York,2,1,702,1980,408297.12
New York,2,1,1815,1995,784337.2
San Francisco,5,3,1708,1975,1046767.5
San Antonio,2,1,935,1981,180044.25
Los Angeles,5,2,1025,1992,637136.65
San Francisco,1,1,2252,1973,860131.22
Seattle,1,1,2072,2014,654815.21
Miami,5,2,1863,1964,617156.05
San Diego,5,1,2999,2004,1042493.05
Jacksonville,3,2,4088,2012,564302.99
San Jose,2,1,4637,1998,1615113.89
Dallas,2,1,1941,2022,392885.09
San Francisco,2,1,4279,2016,1686843.89
Indianapolis,4,3,1370,1947,232264.32
Jacksonville,3,1,4258,1953,515309.5
Jacksonville,2,1,4336,1967,515809.92
Fort Worth,1,1,1170,1925,152881.87
Houston,1,1,2078,2011,337937.05
Chicago,6,1,1852,1983,472328.43
Columbus,5,1,1645,1970,285902.4
Indianapolis,4,1,3269,2010,418888.39
Miami,3,1,2486,2019,702666.12
Houston,2,1,2326,1958,326557.92
New York,5,4,2468,1966,1253880.2
Denver,5,3,745,1991,426518.31
New York,2,1,627,1943,306853.33
Philadelphia,2,1,4423,2000,678904.3
Phoenix,4,2,4554,1933,724544.6
Philadelphia,5,4,4964,2004,856709.18
Los Angeles,6,1,659,1963,518174.4
Denver,4,1,4527,1955,967372.79
Houston,2,1,2893,1974,434906.76
Seattle,6,1,1273,1920,539587.95
Charlotte,6,3,974,1952,330618.64
Indianapolis,1,1,4157,1988,464239.42
San Jose,6,3,1742,1988,1098261.45
Austin,3,1,2552,1943,657673.09
Indianapolis,2,1,2516,1989,312327.71
Miami,2,1,4638,1997,1051069.3
Los Angeles,3,1,4499,1946,1395355.62
Charlotte,5,1,1472,1985,381612.43
Phoenix,6,4,4698,2008,897992.7
Houston,4,2,2184,1982,414916.6
Charlotte,3,1,4841,1935,700489.07
New York,3,2,2884,1964,1108485.76
Philadelphia,3,1,2712,1955,446575.45
Indianapolis,1,1,4075,1997,437400.69
Jacksonville,3,2,3536,1992,491119.7
San Francisco,1,1,4056,1974,1516668.06
San Francisco,3,2,2580,1949,1129174.49
Seattle,5,1,2187,1984,822673.24
Seattle,1,1,4907,1979,1164232.82
Fort Worth,1,1,3620,2010,490823.61
Philadelphia,3,1,711,1928,155833.63
Houston,1,1,3659,1997,488932.32
Columbus,3,1,4627,1947,527752.66
Philadelphia,3,1,3772,2007,659197.91
Philadelphia,3,2,4743,1925,738695.78
Miami,3,1,3800,1954,925276.48
New York,6,1,4777,1934,1866326.14
San Antonio,1,1,1686,1934,194140.58
Indianapolis,2,1,2895,2011,350818.67
Denver,2,1,631,1939,176775.05
Columbus,5,2,2709,2024,443501.87
Jacksonville,6,1,4556,1964,657931.77
Denver,4,1,4981,1938,1002155.49
Indianapolis,4,1,2775,2011,376604.99
Indianapolis,1,1,3908,1932,390128.98
Seattle,6,2,1800,1977,809379.42
Austin,1,1,1159,1963,309612.74
Los Angeles,1,1,2724,1931,768575.01
San Antonio,4,2,3635,1954,500043.64
Los Angeles,6,1,1067,1920,546582.41
San Diego,6,2,2899,1925,913261.62
San Diego,5,3,4714,1950,1387007.52
Dallas,1,1,4612,1938,602562.61
Chicago,5,3,2300,1938,524355.61
Columbus,3,1,2408,1963,312306.84
San Jose,2,1,2978,1984,1107140.32
San Antonio,3,1,4973,2021,682284.36
Miami,2,1,2625,1963,643291.32
San Diego,4,2,1198,1997,558743.24
Dallas,4,1,1726,1946,342508.47
Houston,1,1,1469,1988,244909.42
Indianapolis,1,1,2098,1942,212487.5
Austin,6,2,3395,1984,1100559.66
Denver,1,1,4301,2024,867209.97
Denver,1,1,4780,1975,906322.04
Phoenix,1,1,1337,1969,229309.17
Denver,4,1,2752,2021,740651.16
Columbus,3,1,1711,1934,228630.39
San Francisco,2,1,1576,2024,813281.83
San Jose,6,4,1869,1996,1177629.84
Fort Worth,2,1,1065,2003,219885.57
San Jose,4,2,2417,1985,1191546.36
San Diego,4,3,4689,2010,1454426.92
Philadelphia,1,1,1531,1995,272115.72
Seattle,6,3,3288,1965,1081586.83
Charlotte,1,1,4331,1961,637241.31
San Antonio,4,1,2647,1949,379301.62
Philadelphia,6,3,2190,1996,549212.49
Phoenix,1,1,1574,1971,272921.43
New York,5,3,1340,2009,960359.48
Denver,5,4,2756,1976,768465.73
San Jose,2,1,4240,1930,1379838.02
San Antonio,4,2,755,1943,179701.51
Miami,4,2,2773,1967,823749.09
San Jose,3,1,772,1985,514394.36
Charlotte,1,1,3231,2010,494376.78
Phoenix,4,2,3575,1953,629025.79
Columbus,6,3,573,1987,225182.91
San Antonio,1,1,662,1952,96987.1
Chicago,1,1,1381,1996,270663.44
Philadelphia,6,5,4584,1989,871502.99
Fort Worth,5,4,4407,1926,692928.21
Austin,3,2,3506,1974,959422.99
Fort Worth,1,1,2099,1943,286713.03
Dallas,1,1,2237,1995,360364.84
Phoenix,3,2,1807,2023,418444.57
Phoenix,5,2,4289,1940,692638.91
Fort Worth,2,1,4309,1961,609753.02
Indianapolis,1,1,1892,1946,208593.08
San Antonio,5,4,2223,2024,468952.77
Los Angeles,4,1,4240,1935,1353413.93
San Jose,6,2,4655,1987,1915725.62
Miami,4,3,3337,1928,920866.94
Phoenix,1,1,1750,1964,273603.83
San Diego,3,2,3660,2020,1166754.58
San Diego,6,4,2715,2003,1064686.6
Houston,5,2,1683,2019,415233.76
Miami,6,3,2059,1993,805400.04
Los Angeles,6,2,874,1926,548936.88
San Francisco,4,2,822,1998,744033.49
Charlotte,5,4,2804,2007,630068.13
Austin,6,1,2622,1927,802250.32
Austin,1,1,3772,1961,909200.47
Houston,2,1,821,1989,194450.09
San Antonio,1,1,900,1937,111090.96
Los Angeles,6,4,4048,1997,1588169.96
Philadelphia,4,1,4173,1959,700552.53
Jacksonville,2,1,3241,2003,443427.67
Dallas,2,1,2030,2003,369418.49
Seattle,6,4,1559,1943,756608.51
Jacksonville,1,1,2214,1925,251728.63
Dallas,1,1,2127,1940,315867.34
Phoenix,4,1,2506,1974,485939.21
Seattle,1,1,1185,1969,361776.18
San Jose,6,1,2382,1924,1079321.12
Phoenix,3,2,4870,2015,770932.37
Dallas,3,2,4964,1963,786347.76
Denver,4,3,3455,2012,916913.86
Miami,2,1,678,1958,242747.51
Miami,4,2,2036,1929,589839.34
New York,1,1,3007,1989,1037088.79
Fort Worth,3,2,1188,1937,233408.12
Indianapolis,1,1,926,1954,112448.91
Los Angeles,5,4,2632,1981,1168870.66
Miami,4,2,1625,1938,505713.96
Columbus,4,2,2926,2011,434450.95
Seattle,5,1,4934,1989,1452365.52
Chicago,6,1,4143,1982,846050.09
Houston,3,2,2358,1965,380070.92
Seattle,1,1,1758,1959,466437.09
Dallas,2,1,2827,1941,425700.87
Austin,6,3,4760,1981,1415388.59
New York,1,1,2906,1941,929425.32
Fort Worth,3,2,2872,1970,455525.04
Columbus,3,1,3576,2013,429077.15
Miami,6,2,1950,1945,711517.74
Seattle,6,4,3321,2012,1252616.99
Indianapolis,6,4,3624,1961,511725.49
Los Angeles,2,1,723,1963,324189.26
Austin,4,1,3077,1959,897462.26
San Diego,4,1,4406,2011,1299841.24
Austin,4,2,2538,1996,844319.67
Austin,5,1,4544,2008,1252715.55
Seattle,4,2,1174,2010,585922.06
San Jose,1,1,2156,1943,707307.72
Philadelphia,2,1,3156,1940,461783.98
Houston,6,4,852,2024,352791.11
Columbus,1,1,3842,1999,434300.69
Denver,1,1,3708,2020,820455.9
Jacksonville,2,1,837,2018,193039.29
Fort Worth,3,1,2772,1988,428447.99
Chicago,5,1,1299,1941,322976.86
Houston,5,4,3490,1960,600956.82
Seattle,5,2,1149,1982,579615.64
